,text,threat
2973,"""
Thanks for the pointers, I have a pretty good idea about what foot/walking messengers as I am a walker myself do and Buffalo Bill's removal of my addition was just wrong the article is as much about the transportation related occupation """"messenger"""" as it is about bicycling and I really do believe that Bill's removal was wrong, how can I report him?""",0
2974,"""
Woo yay. I didn't even know bots did that. –projectors– """,0
2975,in place as a stub...,0
2976,"Do not add war crimes allegation 

Do not add war crimes allegation to the article, until credible proof as been established. This is an encyclopedia not a gossip page.",0
2977,"You are right  , I agree the statements of criticism (including pure POVs) is not best placed in a section titled 'Lectures and Visits'. Rather it would be better to move it to a seperate section under the name Criticism or something similar. -",0
2978,during the preliminary coursework,0
2979,"Alright, I appreciate you refraining from swaying the reviewing admin's mind further with your specific thoughts and analysis. Once the decision has been made, if you don't mind, I will request your personal input on what specifically made you have such a strong reaction to what I wrote to Joy and how you think a situation like should be handled in the future.",0
2980,"""

 NOP 

Mordor edited article about the NOP by his personal beliefs which has nothing to do with Wikipedia's NPOV Policy. Citating point of view only of Jewish sites aren't really NPOV. I made a topic on NOP's article talk page but Mordor just wrote """"i don't need any permission to edit article however I want"""" so I'm sorry but I will never agree with his own imaginary art.

  """,0
2981,"Regarding edits made to 300 (film) 

Thank you for contributing to Wikipedia, Kaaveh Ahangar! However, your edit here was reverted by an automated bot that attempts to remove spam from Wikipedia. If you were trying to insert a good link, please accept my creator's apologies, but note that the link you added, matching rule petitiononline\.com, is on my list of links to remove and probably shouldn't be included in Wikipedia. Please read Wikipedia's external links policy for more information. If the link was to an image, please read Wikipedia's image tutorial on how to use a more appropriate method to insert the image into an article. If your link was intended to promote a site you own, are affiliated with, or will make money from inclusion in Wikipedia, please note that inserting spam into Wikipedia is against policy. For more information about me, see . Thanks!  

Dear shadowbot. please re-edit my edit and do whatever change necesarly. But please keep in mind that people have the right to kbow that an petition as a sign of protest to this movie is happening. Best Regards",0
2982,"if no one disagree's within the next dat or so, i think that the arlen portion of the page should be either removed, or cut significantly until it is worded better.",0
2983,"==

The word Dwarf Planet",0
2984,"a cat and I accidentally walked over my owners keyboard, causing some vandalism. Please don't block my owner for my mistake. Meow",0
2985,"""

I can certainly handle that ) I was thinking of your """"stress"""" talk/post from a while back, I also pretty much quit editing after some highly fatiguing moments last year (in which I eventually prevailed through arbitration); on pages where you'd never have expected arguments! I am bilingual and binational in Canada, which makes my cultural sensitivities and awareness a little over the top. Add arrogant Frenchmen into the mix and it makes editing French pages extremely litigious and the same vein as certain brit/american/auz litigations on language use. Some days I think that each language wikipedia needs to invent a country/region specific tool because endless regionalisms in a single intro is heavy. Another source of litigation is overuse of internet references, often these pop culture science sites are rife with distorted or misinformation, for internet references I like to limit it to webpages which are themselves well referenced or science organizations vs virtual non contactable entities (of course, as an overeducated scientist, mostly I mean in context of scientific notions) or media pages (I distrust these most).
Best wishes to you.  """,0
2986,HBD bloggers aren't part of the American establishment bought out by self-perpetuating Boasian Marxist Jews and so parroting them may threaten Maunus' paycheck. 121.168.70.43,0
2987,"I am being perfectly civil, Benon. I just don;t see why we have to follow T-Man around.  It's like taking your dog or pet armadillo for a walk... clean up after him.",0
2988,"""

I did not say I agreed with them. But I draw attention to the fact that the people you malign – Shupe, Bromley, Barker, Wilson, Introvigne, Lewis, Richardson, Palmer, Wessinger, Ammerman, Melton, Tabor, Gallagher, Chryssides, etc., are leading scholars in this field, writing for top university presses, and that their views are in the majority in the field. 466 """,0
2989,"The updates had been done for the most of the race seasons. Before i would close that, i wish everyone in wikipedia to do a good job as of updating the race in season 18, and wish the teams plenty of luck!!! (  )",0
2990,"""
 I laughed, as you qq'd. From the article, """"Vandalism is any addition, removal, or change of content in a deliberate attempt to compromise the integrity of Wikipedia."""" Which rather proves my point, I think you'll find.  """,0
2991,"The Red Sea Sharks 

Apparently you saw the harv error also, as I see you took out the 2009 version back out. Probably there were at one time inline refs for the 2009 version -> but are not there now. Maybe there are now picked up by the 2011 version of the reference source.",0
2992,Notice of persistent Edit warring,0
2993,"Stop just deleting spacerocktrading, without posting a talk and without a good reason 

Stop just deleting spacerocktrading, without posting a talk and without a good reason",0
2994,the most commonly held scientific,0
2995,"Sources to use
 Variety.com
 indieWire
 Filmmaker Magazine
 The Hollywood Hour

Sources to use to improve the article. Feel free to use, cross out and add onto. 2008",0
2996,"""
Hey there! Welcome to Wikipedia! Sorry that I didn't respond earlier. I just noticed your comment here, tucked beneath the box above. An easier way to get another person's attention is to make sure to create a new section when you add new posts on talk pages. Then we can have a bit better control of the conversation. And don't forget to sign your comments, too. Please feel free to keep my name in your back pocket if you ever have a question, or just need help navigating the policies and guidelines of the community. While it may all seem intimidating at first, just make sure to engage in conversation with others and carefully read any information posted on your talk page, along with the links provided. Most people are truly here to help, so don't hesitate to reach out and ask when you have questions. And remember to have fun! Happy editing and Happy New Year! Best regards,  amuse (Cindy) """,0
2997,"""
As well as removing a surplus parenthesis, your edit reinserted a link to a band called """"The Canned Goods"""" whose article has been deleted as non-notable. If there is no corresponding article, a """"Wikilink"""" shows red, and is referred to as a redlink, in contrast to a bluelink to an existing article. I reverted your edit because I thought you were trying to re-insert """"The Canned Goods"""". I didn't notice the extra parenthesis, but I have fixed it now. Regards,   """,0
2998,"Contest speedy deletion of Biscuit 

There is no reason for Biscuit (dog) to be deleted.  This page does not reveal
any personal info, as fake names are used.  The article is not offensive and
does not contain offensive or explicit content. It shares funny info and will
please the readers. Please do not delete this!",0
2999,"""

thank you Fut. Perf. once more you remain true to Wikipedia Policies especially WP:Etiquette, WP:MASTODONS, WP:Bite, WP:AGF and WP:Civil by  Translating what you wrote in the Edit Summary: """"Go Fuck yourself wanker"""". Thanks again  """,0
3000,"""

Reply to Mr. Burdak
I am glad to see you have at least referenced that quote now - it was not at all clear before where it came from. As it does not agree with standard translations of that passage, one wonders about the unusual wording - so reminiscent of the odd """"quote"""" you made from the Mahabharata the other day. 

But, more importantly, what about the completely false """"reference"""" to """"The History of Civilizations of Central Asia, Vol. II""""? Why have you (again) not replied to my pointing out of this apparent dishonesty? This is only the most recent in a very long list of false """"quotes"""" and """"references"""" you have made and I have exposed on these pages - as you well know. Now, I am willing to accept that maybe one or two false quotes could be the result of honest mistakes or sloppy research - but when the process is repeated over and over and over again one begins to suspect that the author is doing it deliberately and intends to deceive readers. So, quite naturally, I and others have come to mistrust any quotes you may give - especially to sources that are difficult to check. I am sorry - but you have brought this situation upon yourself.   """,0
3001,"Hey 

I was looking for conservative userboxes and stumbled upon your userpage. You seem like a pretty cool guy, I like your shirt. =)

I took some of your userboxes and put them on my page. =)

Keep up the good work!",0
3002,"""

Umm, the fiction section... in Neon Genesis, I believe that they're actually referring to the Pribnow Box itself, I don't think that it's """"a sort of jargon"""" at all. I mean the context is that of an alien entity attempting to hack the HQ's control computer, and they discover that the hack is originating from the Prinbow Box. Isn't that pretty closely analagous to the action of RNA polymerase in a viral attack? Not to mention the entire film is an allegory, so I think that it's pretty likely that this was the auter's intention. Anyone have an objection to changing it? [05/04/2007]""",0
3003,"Where as I wish I had read it somewhere, I regret I did not. I will try to find the source from which the speaker got this information. I learned this during a School History Session and it has been validated by several sources.",0
3004,Will you ever reply to my post on your wall?,0
3005,"""==Alice Harriet Blosse-Lynch==
I have added a """"{{prod}}"""" template to the article Alice Harriet Blosse-Lynch, suggesting that it be deleted according to the proposed deletion process. All contributions are appreciated, but I don't believe it satisfies Wikipedia's criteria for inclusion, and I've explained why in the deletion notice (see also """"What Wikipedia is not"""" and Wikipedia's deletion policy).  You may contest the proposed deletion by removing the {{dated prod}} notice, but please explain why you disagree with the proposed deletion in your edit summary or on its talk page. Also, please consider improving the article to address the issues raised. Even though removing the deletion notice will prevent deletion through the proposed deletion process, the article may still be deleted if it matches any of the speedy deletion criteria or it can be sent to Articles for Deletion, where it may be deleted if consensus to delete is reached.  """,0
3006,"""::Thank you Behnam for putting the issue at hand so clearly.  Obviously your suggestions are standard, but Jayjg will typically call this type of objective approach """"original research"""" so as to red herring his way out of the discussion while leaving the POV edits.   

""",0
3007,"""
 Coren and I are talking about the best place for general enquiries, rather than specific requests for arbitration enforcement clarification. So yes, Mbz1, you should proceed to add your question to AE now. Regards, AGK [] """,0
3008,Am waiting for your explanation. Did you not check before issuing warnings?,0
3009,"""
With 100+ injured, it would be inappropriate to name all them them and what they suffered; focusing only on a few would be discriminatory.  (t) """,0
3010,"RfC input needed 

Hi.   You've been selected at random from WP:FRS, where you are listed as an editor willing to help with RfCs related to biographical articles.  If you have time, could you provide your input to an RfC here involving issues of libel and defmation in relation to author Jared Diamond.   Cheers.",0
3011,"Further, you haven't explained why these dates are at all relevant to the article.",0
3012,"1929 Palestine riots
Please check what happened here. Some guy named Ed came in and turned it into an 'incident' (while of course, in Deir Yassin there was not an 'incident' but a 'massacre'). Help needed there.  | (talk)",0
3013,An ounce of common sense is needed. Unless you are seriously questioning that either Jordan or Jackson were commonly referenced as MJ  which is self-evident from a cursory google  both articles do mention references to the people as MJ. There is no requirement that the description be explicit in the lede.  ≠ wiser,0
3014,"How long 

I change IP everytime I log into the internet You can't beat me. How long are you going to hunt an invisible ghost? By the way,I added a source considering hunger games an adventure drama. 201.43.150.125",0
3015,"Can anyone suggest a way to stop the user Crusio from vandalizing this page? Please post your suggestions, so actions can be taken.",0
3016,"""

THANKS.  I AM A NICE GUY  -)  I wish I could say the same thing about certain """"editors.""""  I don't know what their levels of experience are, but I can say for certain that their comportment does not even come close to the """"reasonably nice"""" standard you've indicated.

If we were in a courtroom, I'd eviscerate them and their fallacious suppositions.  And I can tell by the limited interactions that none of them would play well in front of the person in a black robe or 12 """"average citizens.""""

If there are improvements that can be made to the page in question, I'm open to constructive suggestions.  

And while I will never throw the first punch, nor will I turn the other cheek once it has been thrown at me.

It is the repugnant, vicious and malignant conduct of those certain """"editors"""" which must cease.
  """,0
3017,"(Haha Somebody tell John, 4 weeks is about his average response time based on this page.  For clarity, this comment was a joke, not a personal attack)
 Just a suggestion, but I feel that it may be worth just lifting the failed sanctions imposed by John, leaving the well established and well tried Arbcom sanctions in place. This has the advantage of lifting the present chilling effects on mainstream editors. All those experienced fringe editors who have left this page are well used to working with them, and the results have been good for the project. SPAs, IP editors with vested interests, COI eds and fringe theory advocates have all been successfully prevented from disrupting the project on very controversial pages simply by using said sanctions. Please consider this, bearing in mind that Arbcom sanctions were not explicitly imposed on this page when John's Ad Hoc sanctions were imposed. Thanks. - (resonate)",0
3018,"Source or Remove
Historically, testicle cuffs may have been used by the slave traders of Western Africa, as a means to subdue newly-captured males. In processions to markets, the males were bound to each other in single-file formation, usually by the hands, with ankle manacles in place. The testicle cuffs extended between the legs, and each man was connected to the next by a rope between their genitals. These tight metal bindings on their scrotums were to ensure that a quick pace was kept, for if a man were to stop walking the rope would pull and cause quick, sharp pain in the genital region. doesn't sound vaguely historical, source it or I'll remove it.",0
3019,"Yeah I guess. Actually, I am not really sure what happend there, and there actually no edit conflict message on my screen when I saved my edit. The servers are acting a bit strange today. I just restored the information that I added there, and hopefully nothing has been lost now.",0
3020,"Draw (album) 

Hi, I see you added a link to Draw (album) on the disambiguation list at Draw.  Please create an article for this album, as links in a disambiguation list ought to lead to existing articles.  Thanks!",0
3021,"""
Regarding one of the messages on my talk page, a comment is """"repeatedly reverted to a non-agreed upon version"""". That sounds like an edit war to me...   """,0
3022,"""
Wow you really don't get it do you? The consensus is pretty clear in that a substantial majority agrees that your text with added commentary, OR, NPOV vios, and other cruft has no place in the article. The subject is already noted within the article  and the fact of the matter is no one has any need to enter a mediation process other than you - the only opposing user contesting the consensus. Truth """,0
3023,"Doses the accademic press mean just magazimes, no it can include journels online or hard copy. They do not all referance Anti-Americansim in the title no, but they have been used as sources for the claism so prove they do not referance it in the text (I assujme that the person who included the sources checked them).  All of these are used as sources in the article, perhpas you should re-check. As what it say is not presented as faxctg but as opinion then it does not matter if a source is biased, we are represnting an opinion. Nor has any one claimed its neutral, but it was writen by a respected accademic. One is a book review, and I have doubts about that my self, but we are disccusing all of the section not just the text supported by the review. It does not matter if I have read them all, it matters that they are there. If you can demonstrate by direct quotation that a given source is mis-used or mis-represented then do so. Otherwise take this the the RSN board. You are making an accusartuion that these sources (IE the one that I have not red) do not support the text, that is an accusation of falsificationl of sources.",0
3024,"My thought is that you have to start someplace. Generally all I stumble across is a one line item about current prices. The rest is implied for a knowledgeable audience (which Wikipedia is not for maple syrup, I agree). This, in turn, attracts other data for comparison. The alternative (as mentioned above) is a robust article which I am too lazy to flesh out. I do start articles, but once there they provide a convenient uh coat hook to paste other information as encountered in the media. Footnoting and objectivity is the main problem. I agree that readability for one point of data is a bit, well, jerky, I suppose. But this is a lot different from pov, or, pr, unreferenced, or any of the other stuff that the noprices was trying to avoid. 

While we are trying to make things presentable for the reader, we also need to consider the editor. Things have to be easy for them, as well. The harder it is to contribute, the fewer contributions.",0
3025,"""

WrestleMania XIX
Two points:

1. This event is not a tenant of the facility, and should not be listed as such.

2. The attendance figure cited is from a WWE press release. WWE has a history of inflating attendance figures (they still claim 90,000+ at the Pontiac Silverdome), and newspapers have an annoying habit of simply repeating what WWE claims in their press releases. 

Since the pro wrestling cabal here has been rallied to threaten and intimidate anyone who dares to touch """"their"""" articles, I'll be backing off for now, but others should be able to insert some sanity into this discussion.   """,0
3026,"Hello,

I was going through the edits for [EOTO] and I noticed that you wrote the majority of the information for the page. I doubt you will actually get this message because it is a random IP address, but just in case I wanted to see if I could contact you.

Being a huge fan of eoto, I have been expanding the page. I was wondering if I could make some changes/expand more on the info section. You may be Travis or Jason, so  I thought it would be good to ask. I was planning on expanding on the equipment used (I.E. talking about ableton, reason, midi controllers, choas pad etc, which electronic drums used), history of band, and basically just adding more about EOTO to the page, because there seems to only be one paragraph on the band, and the rest is about Jason and Travis.

Thanks!",0
3027,"Congrats
I'm sure your talk page and email will be exploding soon enough, so wanted to get mine in early ;)  - 2¢  © Join WER",0
3028,"Last two edits 

Case I  

As it can be seen here 

 (cur) (last)  23:26, 20 June 2007 Zmaj (Talk | contribs) (19,390 bytes) (Croatian, not provincial)
 (cur) (last) 23:25, 20 June 2007 Zmaj (Talk | contribs) (19,401 bytes) (→Historical findings about his political ideology - let's not beat about the bush)
 (cur) (last) 23:24, 20 June 2007 Zmaj (Talk | contribs) (19,425 bytes) (doesn't warrant a separate chapter)
 (cur) (last) 23:24, 20 June 2007 Zmaj (Talk | contribs) (19,468 bytes) (→Starčević's racism and its followers - Wikipedia articles are not a place for irony)
 (cur) (last) 23:23, 20 June 2007 Zmaj (Talk | contribs) (19,554 bytes) (→Starčević's racism and its followers - this rant has ABSOLUTELY NOTHING to do with Starčević)
 (cur) (last) 23:21, 20 June 2007 Zmaj (Talk | contribs) (21,845 bytes) (→Starčević's racism and its followers - POV assumption of what a person thinks)
 (cur) (last) 23:20, 20 June 2007 Zmaj (Talk | contribs) (21,930 bytes) (→Starčević's racism and its followers - what's this? extending one person's racism to an entire nation? shame on you!)
 (cur) (last) 23:15, 20 June 2007 Zmaj (Talk | contribs) (21,939 bytes) (→Literary and linguistic work - why was this put here? it's completely irrelevant for the biography of Starčević; it could maybe be moved to the Karadžić article)
 (cur) (last) 23:05, 20 June 2007 Zmaj (Talk | contribs) (23,424 bytes) (the photos are different, so don't remove them!)

user Zmaj, except a plain disqualification of the previous editorial work - as it can be seen above - did not support his changes by any valid and rational explanations or knowledge. Also, he throws incivil and rude accusation of the previous editors by saying what's this? extending one person's racism to an entire nation? shame on you!

Case II  

His edits  are summarized below

 (cur) (last)  13:46, 25 June 2007 Spylab (Talk | contribs) m (23,190 bytes) (→Footnotes - corrected my typo)
 (cur) (last) 13:45, 25 June 2007 Spylab (Talk | contribs) (23,191 bytes) (→Footnotes - added cleanup tag because some of the notes are way too long)
 (cur) (last) 13:17, 25 June 2007 Spylab (Talk | contribs) (23,155 bytes) (→Literary and linguistic work - corrected grammar & spelling in poorly-translated sentence)
 (cur) (last) 12:58, 25 June 2007 Spylab (Talk | contribs) (23,202 bytes) (added 2 tags because there are many problems that need to be corrected in this article)
 (cur) (last) 12:55, 25 June 2007 Spylab (Talk | contribs) m (23,133 bytes) (deleted strange and unnecesssary adjective in intro)
 (cur) (last) 12:52, 25 June 2007 Spylab (Talk | contribs) (23,144 bytes) (→Literary and linguistic work - deleted totally POV sentence that also had horrible spelling & grammar)

Asked to elaborate the Edit summary inline notes here 
. No rational response was ever gotten to this request.",0
3029,"Talkback

Not to mention the requests here for responses, which you've just deleted. (t•c)",0
3030,to Chernobyl disaster,0
3031,"Independent reliable sources don't need to be independent of everything. They just need to be independent of the topic of the page. Here, for this topic, BBC and NY Times are independent, and PressTV is not.",0
3032,""". This section does not """"name and shame"""" those who offended me, but instead name those who offended the integrity of the community by abuse of power.""",0
3033,"Okay,

 Thank You,

&  whoa,...

 < http://en.wikipedia.org/w/index.php?title=user_talk:hopiakuta&diff;=186244188&oldid;=186207407 >;

 < http://en.wikipedia.org/w/index.php?title=Talk:British_Airways_Flight_38&diff;=185558688&oldid;=185544339 >.

First, please note how that message ends:

  Further, my constant plea is to have more description of the wings in the article. That is my objective, really. If we disagree about the time, well, okay. Really, more wing. That, I am not competent to write. Please.

That is, sincerely, a major objective.  Others include the insults about me that had preceeded it.

Second,  apology?  Generally, the messages that I receive on this website are not even  polite.  So, Thank You.  Please consider all of my insults about you in  limbo, not active.  I am not, in consideration of that recent message, wanting to cause you any problem in your physical environment; therefore, meditate f/ a week, if necessary, prior to figuring this out.

Third, this has  recurred many times over.  F/ nearly two years, I have advocated this website improving disability-access; this problem is only one of thousands [of features] that should be improved.

In that sense the specific dispute that I have about this message is almost like a  quark  in a  molecule  of  h2o  in the   Pacific. 

Although I am very concerned about this message, I am more concerned about its content, & objectives.  I am much more concerned about averting  recurrence  of this  scenario.  What might be done about that?

Fourth, I do have some guesses as to what might have  occurred, in light of your assertion of the accidental nature hereof.

[[ hopiakuta  Please do  sign  your  signature  on your  message.  %7e%7e   Thank You. -]]",0
3034,Best to leave my additions to the RDs alone. Unless you want your pages severly and continually modified. Understand? 8-)),0
3035,"""Heinlein==

While I'd be surprised if he coined the term, didn't Heinlein himself spend a certain amount of ink promoting the use of 
""""Speculative Fiction""""?  

==""",0
3036,"""
 Speedy deletion of """"Allan kamuyu"""" 

A page you created, Allan kamuyu, has been tagged for deletion in accordance with our deletion policy. In particular, it meets one or more criteria for speedy deletion; the relevant criterion is:

Patent nonsense and gibberish, an unsalvageably incoherent page with no meaningful content.

You are welcome to contribute content which complies with our content policies and any applicable inclusion guidelines. However, please do not simply re-create the page with the same content. You may also wish to read our introduction to editing and guide to writing your first article.

If you have any questions, please contact an administrator for assistance. Thank you —— | t • c """,0
3037,"""

DASHBot
How do you make your bot do a task? Or does he do it on his own? Like take a look here » I want all the reviews moved to the """"reception"""" section on the Jane Doe (album) article. •  """,0
3038,"Verifying information 

I believe it would be good to verify information before deleting content. Information such as current name holders and schools attached to the name General Conference of the Evangelical Baptist Church, Inc. Deleting information not verified does the article no good. In fact what it does instead is mis represents General Conference of the Evangelical Baptist Church, Inc. all together. It should understood that verification can be supplied to this article if such a request is made.",0
3039,"""

Wow, Wikipedia conspiracy.... I feel like Julius Caesar, except with children. I'd advise both of you to not try to get any sort of revenge: Craxy...I mean, VidGmr has already been blocked before, anyways.  ♣   Chat wit' me  §  Contributions ♣ """,0
3040,What are you guys talking about? And what if I am blocked form here? I have life outside here. ),0
3041,How does a lack of source for one bit of the article mean that I shouldn't remove biased material in another bit?  Your insistence on including an opinion and believing that it's somehow objective fact is kind of pathetic now. 190.46.98.195,0
3042,"""
I make edits to existing articles without any pretence to tell """"full story"""". Nobody knows the """"full story"""" even about himself. Apparently, YOU +do not even know your name.  """,0
3043,"Please go to  User talk:Street walker/Image tagging to warn me about image deletion.
2005 Archive - Messages older than January 1, 2006",0
3044,"¿? 

I thought I was helping, the article was up for deletion.",0
3045,"We are sorry for the loss of your father. However Wikipedia is not the place to make death announcements. Please see Wikipedia:Welcome, newcomers for more information about writing for Wikipedia.",0
3046,""", 6 March 2009 (UTC)

the question we're all anxiously awaiting an answer to, however, is whether your belief that the solution was """"NRA"""" was correct. was it?   19:47""",0
3047,"""

 Please do not vandalize pages, as you did with this edit to SSR. If you continue to do so, you will be blocked from editing.     Velella Talk   """,0
3048,"Good, thanks for the advise, it is really useful. I will transclude the nomination in the morning.",0
3049,"Checkuser 
Thank you.  I honestly did not know what method to use to report the user, and this seemed like the best.  I appreciate your responsiveness.",0
3050,"""

 Redirecting old talk page 

Thank you for moving my account from   

It's perfectly fine to do that, but make sure to re-create the account; if you don't the account will be available for recreation by anyone who comes along. As long as you re-create it, there is really no need for a block; you'll be the only one with the password.  (Talk) """,0
3051,List of the monarchs of the Kingdom of England,0
3052,"No I did not write what you said there, and I ask that you strike it, since you're writing as though you are directly quoting me. And I am not a candidate in the current election; I'm not sure why you would think that its results will reveal anything about my reputation.",0
3053,"""
 Following clarification you should be free to edit the pages on Hazi Aslanov, Bulbul (singer) and Abbasgulu Bakikhanov, however I strongly disagree that the images of copyright material is appropriate as they fail WP:NFCC#8, please discuss the images use on the relevant talk pages. As for the Black January and Khojaly Massacre Memorials pages, these are covered by your topic ban as they are about conflict with Armenia and similar geopolitical/ethnic disputes; you should also strike your !keep vote for File:Memorial in Baku for Black January Victims.jpg as that it is also covered.  talkedits """,0
3054,"""

 Recommend page for removal 

WP:Not a dictionary:  Quote: """"
Wikipedia is not a dictionary or a slang, jargon or usage guide.""""""",0
3055,"You, sir, are a capital douche bag. Please listen to some Dragonforce and stop making wiki lame. thank you",0
3056,"image deleted 

Hi There. I've just deleted File:Adam Nemec (Slovak football player).jpg. Please note that images found on the internet are not public domain but are instead almost always copyrighted -  (Talk)",0
3057,"""

 Unblock Request: Fuck you, unblock me! 

{{unblock|HAHAAHAHAHAHAHAHAHA UNBLOCK ME OR I WILL VANDALISE MORE!!!!

It had been six years since we had graduated from college, and for the first time since graduation, all three of us were together again. From the enthusiastic hugs at the airport and then the conversation and laughter during the dinner we shared at a local restaurant on the way to my home, it was clear that while plenty of time had passed and we had kept in contact, the comfort and attraction between the three of us when all together in the same physical location was still undeniable.

Having returned to my cozy, semi-secluded home in the suburbs, we all sat in the living room, sipping wine and continuing the tales of our lives. With the exceptions of the location – a house – and the presence of alcohol, it could have been any of our final two years of college together: The three of us, tight-knit friends-with-benefits, sitting and chatting and sharing a drink together. Then, Justine and Beth had been roommates while I lived in another dorm across the main quad; now, they were much-welcomed guests who had fortunately been able to clear time in their hectic schedules to come and visit me for a weekend.

As I sat in the recliner and took another sip of wine, I allowed my eyes to truly linger on Justine as she told Beth about a recent situation at work. The Florida sun had certainly added a glow to Justine's skin, and may have also been responsible for the lighter shade of her shoulder-length brown hair. As when we were in college together, she wore virtually no make-up, just a thin gloss upon her lips – an enticing strawberry flavor, as I had discovered upon meeting her at the airport earlier in the evening – and red fingernails. Her red dress was indeed elegant, with a plunging sequined neckline that permitted a very welcome display of her cleavage, a display which Beth and I both certainly appreciated. The long slit up the skirt of the dress revealed that she was wearing stockings held up by a garter belt, one of its descending white straps definitely noticeable against the well-toned thigh. The red heels provided enough of a contrast for the white stockings to truly attract the eyes. Surprisingly, however, she wore hoop earrings, something she had never worn during college for fear that they would pull at her ears and widen the piercing holes more than was considered safe.

The conversation turned back toward me, but a few minutes later, the two beautiful young women were again chatting primarily to each other. I took the opportunity to once again study Beth, and was equally impressed. While noticeably shorter than Justine, Beth was also paler in complexion, a testament to living in northern Canada ever since graduation and spending virtually every waking moment inside to conduct her research. As in college, Beth preferred the color black for her outfits: a somewhat-tight sweater, form-fitting slacks, and a pair of low heels. Four tiny earrings adorned each ear, plus she bore a small sparkling stud against her left nostril. Beth's black hair flowed over her shoulders and down her front, and she absently twirled several strands around a finger as she listened to Justine.

It felt so good to be in their presence once again. Especially since all three of us had been in several failed relationships since graduating from college, I was thankful that I had thought to invite them to spend the weekend with me. I had absolutely no doubt that our chatter would eventually give way to intimacy, but for now, I was quite content to simply sit back in the recliner and openly admire the two stunning beauties perched upon the sofa.

The intimacy began when we finally went to bed... together. I was on my back under the covers, with a very feminine head resting softly upon each shoulder. An arm wrapped around each of them, I held the two women close to me as they absently stroked my bare chest, dipped a finger into my navel, brushed my thighs through the sweatpants I typically wore to bed, caressed my stiffening manhood. My eyes closed, I reveled in their touches: inherently familiar, yet full of rediscovery due to the lengthy passage of time.

No words were needed. And as their hands occasionally made contact with each other upon me, I smiled to myself in the darkness, having always enjoyed watching Beth and Justine in their own intimate encounters. But eventually, their touches slowed and ultimately ceased, their breathing falling into the regularity associated with sleep. I stayed awake a little longer, immensely enjoying the closeness with two of the people who had been most important in my life.

I awoke in the morning to the scent of French Roast coffee, faint yet unmistakable. Justine was gone, clearly the one who had brewed the morning nectar, while Beth and I held each other as sh",0
3058,"no the gc's are directly relevant, israel was striking a target and civilians anywhere in area don't get protection as long as terrorists are hiding around them so thats that. i put it back bcuz yer just comin up with excuses an billshit now.",0
3059,""":Well, of course, since it's a piece of ficticious crap, the answer is nobody. On a more serious note, designs can be patented, texts and images can be copyrighted, but ideas and concepts cannot be owned. Once sombody came up with the idea of creating conductors for electricity (e.g., wires), they could copyright the design of a machine for making wire, but couldn't claim ownership of the entire concept of a conductor made of a strand of metal. the book seems to take the position that this is wrong. The """"motor"""" couldn't be owned by anybody if it simply relied on physical properties that a certain design took advantage of. This is one of the major failings of the novel, IMO: it relies on a fantasy of perpetual motion.    

""",0
3060,"Conferences are a problem I've been meaning to work on. There are only a very few conference series in the world for which there are truly substantial third party references, but there are many of great importance: the situation is similar to journals. In practice, tho we don't word it that way, the effective criterion for journals is that papers there are highly cited (as measured by the impact factor from  Journal Citation Reports). This can apply to conferences also. The difference is that for most conferences, the papers there are preliminary results and not rigorously peer reviewed & therefore  not highly cited as compared with journal papers by the same authors. There are two classes of exceptions: ones where the papers are major review articles in the field, and ones in engineering where they are the basic means of publication.  I'm not sure about this one. Ido not think it is  one of these exceptions, and I think the publications are mainly just abstracts, as is common with many conferences.  I would need to check, & I  cannot do it this week.  
But personally, I would include in WP articles about all journals used as references here, and all major conference series, however, I doubt this would have consensus.  The compromise solution is therefore to write the articles about the sponsoring society and have a section on the conference. That is probably the best thing to do here. 
The main thing I think we want to avoid is writing articles on individual conferences in a series. This would amount to our being a nonselective index or bibliography. '''''' ( talk )",0
3061,. Such threats will be deleted from this page,0
3062,"revert wars and vandalism
Please take a look at Wikipedia:Administrators%27_noticeboard/3RR#User:Andrew_Alexander and Wikipedia:Administrators%27_noticeboard/Incidents#Repeated_wholesale_removal_of_info_from_St._Volodymyr.27s_Cathedral. This attack of Ukrainian nationalist is getting on the nerves.",0
3063,"Objectives of the NPIA,",0
3064,"lately. It's frustrating, please understand",0
3065,"""

I removed the reference to Vatican's involvement in Lincoln assassination being """"alleged"""". It's well documented elsewhere in Wikipedia, see articles on the Surratts""",0
3066,"""

 Re: Star Dreadnought 

Attack of the Clones: Incredible Cross Sections is canon, hence its designation should stay. IIRC, anything not marked as """"Infinities"""" is canon, though there are varying levels (beginning with """"G-Level"""" cannon, """"G"""" meaning George Lucas). Personally, I disagree with the view that Executor is a Dreadnought [Battleship]  I believe her to be a battlecruiser like Lexington.""",0
3067,(i.e. against Wikipedia),0
